,topic,category,content
82,"It was Kohli's chance to win IPL, bowling that 1 over shattered me: Watson on 2016 final",sports,"Talking about the IPL 2016 final, wherein he conceded 24 runs off SRH's last over, Shane Watson said, ""Bowling that one over just shattered me."" He added, ""RCB had played so well all year...Kohli, in particular, was on fire. It was his chance, one of the greatest players, to win that elusive IPL title as captain."""
83,We just don't know: Andrew Symonds' sister on what he was doing on a lonely road at night,sports,"On being asked what Andrew Symonds was doing on the lonely road late at night when he met with an accident, the late Australian cricketer's sister Louise Symonds said, ""We just don't know."" ""It's just awful,"" she added. Queensland Police are investigating the crash and will prepare a report for the coroner."
84,South Africa announce their squad for T20I series against India,sports,"South Africa have announced their 16-member squad for the five-match T20I series against India, which will take place in June. Tristan Stubbs, who replaced Tymal Mills in MI squad, has received his maiden Proteas call-up. Further, Wayne Parnell has been selected in the T20I squad for the first time since 2017. The squad will be led by Temba Bavuma."
85,"De Villiers, Gayle inducted into RCB Hall of Fame; franchise shares pics of their medals",sports,"RCB have introduced their Hall of Fame, with Chris Gayle and AB de Villiers becoming the first two players to be inducted into it. De Villiers played for RCB from 2011 to 2021, while Chris Gayle represented the franchise from 2011 to 2017. RCB also shared pictures of the Hall of Fame medals to be given to the duo."
86,"Wrestler Satender assaults referee after losing final at CWG trials, gets life ban",sports,"Services' wrestler Satender Malik assaulted senior referee Jagbir Singh after losing the 125kg final during the Commonwealth Games (CWG) 2022 trials. Jagbir had ruled in favour of Satender's opponent Mohit after being asked to look into a challenge, following which Satender lost the bout. The Wrestling Federation of India (WFI) has imposed a life ban on Satender."
87,"Wanted his autograph, but realised it wouldn't look good for 1st impression: Lee on Sachin",sports,"Brett Lee revealed that he met Sachin Tendulkar for the first time in 1999 when he was playing for Prime Minister's XI against touring Indian team. ""I actually wanted to get his autograph...I thought I'll give him the ball and say...'Hey mate, could you please sign this?' but then realised it wouldn't look good for my first impression,"" he added."
88,Hard to see how SRH could possibly win their last 2 games: Lisa Sthalekar,sports,"Ex-Australia cricketer Lisa Sthalekar has said it's hard to see how SRH, who have lost their last five games in a row, could possibly win their remaining games in IPL 2022. ""[In] last two games, they scored 120-odd runs. You aren't gonna win many games...like that,"" she added. SRH will face MI and PBKS in their last two league matches. "
89,"He's 50/50, we'll know in a few days: Pant on Prithvi Shaw's availability",sports,"DC opener Rishabh Pant, on being asked about the fitness status of Prithvi Shaw, said, ""I think he's 50/50. We'll know in a few days."" Shaw, who has now missed DC's last four games due to typhoid, last played against the LSG on May 1. The 22-year-old was discharged from the hospital ahead of DC's game against PBKS on Monday. "
90,Pant shouldn't have fallen into PBKS' trap: RP Singh,sports,"Ex-India cricketer RP Singh has criticised DC captain Rishabh Pant for his batting approach during their match against PBKS. ""Pant shouldn't have fallen into the trap...He had hit a six, another big shot was not needed...The team management also has to think about how Pant has to approach his innings,"" stated Singh. Pant was dismissed after scoring 7(3)."
91,"MI should rest Rohit, Bumrah, push Kishan down the order: Manjrekar",sports,"Commentator Sanjay Manjrekar said bottom-placed MI should rest captain Rohit Sharma and pacer Jasprit Bumrah and give young players an opportunity to play as they're out of the playoffs race in IPL 2022. He added that Ishan Kishan should bat down the order. ""Now they've just got to plan for the future and look at other options,"" he further said."
92,Rohit rightly mentioned Tilak could be all-format player for India: Gavaskar,sports,"Praising 19-year-old Tilak Varma, ex-India captain Sunil Gavaskar said the MI batter's temperament has been fantastic in ongoing IPL. Gavaskar also backed Rohit Sharma's claim that Tilak can become an ""all-format player"" for Team India. ""He's got the basics right. Technically he's right,"" he added. Tilak is the leading-scorer for MI, with 368 runs from 12 matches so far."
93,"MI free from pressure now, they should express themselves: Ojha",sports,"Ex-India spinner Pragyan Ojha has said MI players should express themselves in their remaining matches in IPL 2022 as they can't qualify for the playoffs and there's ""no pressure"".  He added, ""Players like Ishan Kishan and Rohit Sharma should look to regain their form."" Currently, MI are at the bottom of IPL standings after losing nine of their 12 games."
94,Don't think SRH will qualify for playoffs: Harbhajan ahead of SRH-MI,sports,"Speaking about eighth-placed SRH's chances of qualifying for IPL 2022 playoffs ahead of their match against MI, Harbhajan Singh stated, ""As bitter as it may seem, I don't think Hyderabad will qualify."" He added that SRH, who have lost five matches in a row, will have to play far better cricket now. SRH have won five matches so far."
95,I like to perform in crunch times: DC's Shardul Thakur on 4/36 vs PBKS,sports,"DC all-rounder Shardul Thakur, who was named Man of the Match for his performance against PBKS, has said he likes to perform during the ""crunch times"". He added, ""The last two games were important and I always feel happy when I rise to the right occasion."" Thakur registered figures of 4-0-36-4 in their match against PBKS. "
96,Ponting told me to make this opportunity count: Sarfaraz on 32(16) vs PBKS,sports,"DC batter Sarfaraz Khan, who scored 32(16) against PBKS, has revealed that coach Ricky Ponting had told him to ""make the opportunity count"" ahead of the game. He added, ""We lost [Warner] on the first ball, [but]...I tried to score as many runs as possible [in powerplay]."" DC reached 51/1 when Sarfaraz got out in the fifth over."
97,The only process was to take it deep: Pant on 17-run win vs PBKS,sports,"After DC defeated PBKS to register their second straight win, captain Rishabh Pant said he wanted to change the pattern of ""losing one and winning one game"". Talking about the match, Pant said, ""The only process was to take it deep, with spinners getting help."" He added, ""[We'll] assess the wicket and see how [the next game] goes."""
98,"Williamson doesn't get out, keeps wasting balls: Piyush Chawla",sports,"Ex-India cricketer Piyush Chawla has said SRH should drop their captain Kane Williamson for the remainder of IPL 2022. ""Abhishek Sharma is batting really well but he isn't getting the support of Williamson. He tries to play the big shots [but] Williamson takes up so many deliveries, he doesn't get out and keeps wasting deliveries,"" stated Chawla."
99,Should've chased 160 with our present batting lineup: Jitesh on PBKS' loss,sports,"After PBKS' 17-run defeat against DC in IPL 2022, PBKS wicketkeeper-batter Jitesh Sharma said with the team's current batting line-up they should have chased the 160-run target at DY Patil Stadium. ""Had one or two batters from the top order settled for long, we could've won the match,"" he added. With a 34-ball 44, Jitesh was the top-scorer for PBKS."
100,Liam Livingstone is just the perfect modern T20 cricketer: Bhogle,sports,"Commentator Harsha Bhogle has termed PBKS all-rounder Liam Livingstone ""the perfect modern T20 cricketer"". Bhogle added, ""He bats anywhere, hits long...can give you four overs turning the ball away from right and left handers, fields well in the deep."" Livingstone, who has 388 runs in 13 matches this IPL season, bowled off-spin and leg-spin to pick three wickets against DC."
101,DC's total was definitely chaseable for the batting we have: Mayank,sports,"PBKS captain Mayank Agarwal said they lost ""too many"" wickets in the first 10 overs and that's why they lost their game against DC. ""It was definitely chaseable for the batting we have and the wicket wasn't as bad as it seemed,"" he added. DC posted 159/7 and restricted PBKS to 142/9 to win their seventh game of IPL 2022. "
102,"Credit for our win vs PBKS goes to bowlers, they were outstanding: Marsh",sports,"DC's Mitchell Marsh said the credit for their win against PBKS goes to the bowlers as they were outstanding in restricting the Mayank Agarwal-led side to 142/9. ""It's been one of those seasons where we've been stop-start. It's about peaking at the right time,"" he added. Marsh scored 63(48), while DC's Shardul Thakur took four wickets in the match."
103,How long are you going to carry him: RP Singh on SRH skipper Williamson,sports,"Talking about Kane Williamson, who has scored 208 runs from 12 matches so far in IPL 2022, RP Singh said that the SRH skipper can be dropped from playing XI as the results aren't coming through. ""How long are you going to carry him? He is a professional cricketer as well,"" he added. Eighth-placed SRH will face MI today."
104,"He has some superpowers, is GOAT in tennis right now: Swiatek on Nadal",sports,"World number one Iga Swiatek praised Rafael Nadal, saying he's the ""perfect role model"" and the ""Greatest of All Time"" (GOAT) in tennis right now. Recalling Nadal's 2022 Australian Open victory when he came back from two sets down against Daniil Medvedev, Swiatek said he has some superpowers, just never gives up, physically, tactically, he's always there on the court."
