,topic,category,content
223,Which investors are giving Musk over $7 billion in new financing to buy Twitter?,technology,"Elon Musk has secured a new financing commitment of $7.139 billion for his $44 billion Twitter buyout. Investors include Binance, Oracle Co-founder Larry Ellison, Brookfield, Fidelity, Qatar Holding, Sequoia Capital Fund, Aliya Capital, Honeycomb & Vy Capital among others. Saudi Prince Alwaleed bin Talal, who initially opposed the buyout, has agreed to roll his $1.89 billion stake into the deal. "
224,L&T lnfotech CEO quits citing personal reasons as Mindtree merger announced,technology,"Larsen & Toubro lnfotech on Friday said that its CEO and Managing Director Sanjay Jalona has resigned from his position due to personal reasons. The development comes after L&T lnfotech announced its board has approved its merger with Mindtree. ""Jalona has done a lot for the company and we are proud of him,"" Larsen & Toubro CEO SN Subrahmanyan said."
225,"Bled through my pants, couldn't get a tampon during meeting: TikTok ex-employee",technology,"A former employee at TikTok claimed that she bled through her pants instead of leaving a meeting to get a tampon amid the high-pressure work culture at the company. In a recent report, former employees have cited 85 hours of meetings a week, lack of sleep and mental anguish as some of the things they faced at the company. 
"
226,Apple's AirTags sending new kind of false alarms to iPhone users: Report,technology,"Apple’s AirTags are sending out new kind of false alerts to their owners, as per a report by the Wall Street Journal. As per the report, these false alerts generally occur in the middle of the night and have started in recent weeks. Such alerts are reportedly sending distorted map visuals and not showing the specific position of a person. 
"
227,"EV-charging hub set up at B'luru mall, 50 cars can be charged at one time",technology,"Fortum Charge & Drive India has commissioned a public electric vehicle (EV)-charging hub at Forum Neighbourhood Mall in Bengaluru. According to the company, the charging hub will cater to all types of electric cars and compatible three-and two-wheelers and can charge 50 cars at one time. The company is planning to set up 200 EV charging points across the city."
228,US judge dismisses Trump's lawsuit challenging his Twitter ban,technology,"A US judge has dismissed former President Donald Trump's lawsuit against Twitter that challenged his permanent suspension from the platform. Trump's argument that Twitter violated his right to freedom of speech guaranteed by the First Amendment of the US Constitution was rejected by the judge. He was banned after his supporters attacked the US Capitol on January 6, 2021.


"
229,We encouraged Musk to buy Twitter: Trump's Truth Social CEO,technology,"Former US President Donald Trump's venture Truth Social CEO Devin Nunes in an interview said, ""We encouraged Elon Musk to buy it [Twitter] because someone has to continue to take on these tech tyrants."" ""President Trump, basically before Elon Musk bought it, actually said to go and buy it,"" Nunes added. Nunes expressed that Musk will create a ""different"" Twitter.

"
230,Investment bank Jefferies CEO's Instagram account hacked,technology,"Investment bank Jefferies Financial Group has said the Instagram account of its CEO Rich Handler has been hacked. ""Any stories related to discounted sales of shares, crypto donations or donations to Ukraine...that appear on that hacked Instagram account are categorically false,"" Jefferies said. It is working with Instagram-owner Meta to get back control of the social media account.

"
231,Tesla aims to run two shifts at Shanghai plant from May 16: Report,technology,"Tesla is aiming to run two shifts at its Shanghai plant from May 16, Reuters reported citing an internal memo. It plans to produce 2,600 electric cars from the Shanghai plant per day from then. Earlier, Tesla said it will turn Shanghai into ""the world's largest vehicle export hub"" with a new factory capable of producing 4,50,000 EVs per year.


"
232,"US teen sexually exploited by ex-Marine on Snapchat sues Snap, Apple",technology,"A 16-year-old US girl, who was ""manipulated and coerced"" by an ex-Marine to send nude photographs on Snapchat, has sued Snap, Apple and Google, claiming they fail to protect teenagers from ""egregious harm"". The man saved her photos and videos and shared them. The victim's lawyers blamed the firms' ""tools and policies"", saying they are designed to increase their wealth.
"
233,Gucci to start accepting crypto payments in some US stores,technology,"Italian fashion company Gucci has announced that customers can pay with crypto at some of its flagship stores in the US starting later this month. The company will accept various digital currencies including bitcoin, ethereum, dogecoin, shiba inu, litecoin and a few US dollar-pegged stablecoins. The service will be expanded to its directly operated North America stores soon."
234,China to ban minors from tipping livestreamers & watching after 10 pm,technology,"China has ordered internet platforms to stop underage users from tipping livestreamers or becoming livestreamers themselves without guardian consent. The platforms will also need to strengthen the management of peak hours for such shows and shows will need to be ""forcibly"" turned off by 10 pm local time for users of their parental control ""youth mode"" functions.

"
235,"Bitcoin drops 8.4% to $36,639 in biggest drop in almost a month",technology,"World's largest cryptocurrency Bitcoin registered the biggest drop in almost a month on Thursday. It fell as much as 8.4% to $36,639 today after gaining 5.3% on Wednesday, which is the biggest intraday drop since April 11. Meanwhile, altcoins Ethereum, Avalanche and Solana were also down by 7.2%, 11% and 7.3% respectively."
236,Musk's $44-billion Twitter deal under review by US FTC: Report,technology,"The US FTC is reviewing Tesla CEO Elon Musk's $44 billion Twitter deal, Bloomberg News reported. The FTC will decide in June if it will do an in-depth antitrust probe of the proposed transaction. Musk's initial purchase of a 9% Twitter stake is already under an FTC probe to see if he complied with an antitrust reporting requirement."
237,"DiDi Prez, Lenovo founder go private on Chinese social media platform",technology,"The President of Chinese ride-hailing giant DiDi Chuxing Jean Liu and her father Liu Chuanzhi, the founder of Lenovo, have gone private on the Chinese social media platform Weibo. Earlier, both Jean and her father switched on a function on Weibo to hide all old posts. Neither had posted on the platform in the past six months.

"
